ProspectiveBuyerKey,ProspectAlternateKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,Phone,Salutation,Unknown,BikeBuyer,PredictProbability
535,17993524670,Dalton,I,Davis,1970-01-04 00:00:00,S,M,ddavis@fineartschool.net,60000,0,0,Graduate D,Professional,1,0,7428 Donegal Court,,Lynnwood,WA,98036,636-555-0126,Mr.,1,1,0.63394120421317401
536,20165743800,Devin,,Davis,1954-03-01 00:00:00,S,M,ddavis@litwareinc.com,10000,2,1,Partial Hi,Clerical,1,3,786 Eastgate Ave,,Portland,OR,97205,1 (11) 500 555-0157,Mr.,1,1,0.56077962044793983
538,975,Dwayne,R,Diaz,1961-03-08 00:00:00,S,M,ddiaz@adventure-works.com,40000,1,0,Partial Co,Clerical,1,1,1071 Stanz Grace St.,,Chula Vista,CA,91910,182-555-0195,Mr.,4,1,0.55209115098587702
540,698,Diane,,Diaz,1977-04-03 00:00:00,S,F,ddiaz@lucernepublishing.com,50000,1,0,Graduate D,Skilled Manual,1,0,7459 Davis Ave,,Woodburn,OR,97071,153-555-0177,Ms.,1,1,0.63394120421317401
542,20535631200,Devin,,Edwards,1970-09-22 00:00:00,M,M,dedwards@cohovineyard.com,90000,0,0,Bachelors,Professional,1,0,4992 Yorba Linda,,Palo Alto,CA,94303,1 (11) 500 555-0199,Mr.,4,1,0.63394120421317401
545,7445,Denise,L,Garcia,1973-03-02 00:00:00,S,F,dgarcia@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,3029 Arnold Dr,#2,Chula Vista,CA,91910,1 (11) 500 555-0147,Ms.,4,1,0.63394120421317401
546,8998,Derrick,M,Gil,1950-09-13 00:00:00,S,M,dgil@humongousinsurance.com,50000,5,0,Bachelors,Management,1,3,237 El Centro,,Lake Oswego,OR,97034,485-555-0172,Mr.,1,1,0.56077962044793983
547,68,Damien,D,Goel,1963-03-23 00:00:00,S,M,dgoel@alpineskihouse.com,20000,2,0,Partial Co,Manual,0,1,1617 Cunningham Way,,Colma,CA,94014,1 (11) 500 555-0196,Mr.,4,1,0.55209115098587702
548,4441,Darren,,Gomez,1974-03-05 00:00:00,S,M,dgomez@alpineskihouse.com,80000,4,4,Graduate D,Management,1,1,3448 Sun View Terr.,,Colma,CA,94014,1 (11) 500 555-0118,Mr.,4,1,0.55209115098587702
549,696,Diane,S,Gomez,1970-05-18 00:00:00,S,F,dgomez@cohovineyard.com,110000,0,0,Graduate D,Management,0,3,5754 Glenhaven Ave,,Palo Alto,CA,94303,1 (11) 500 555-0129,Ms.,4,1,0.56077962044793983
551,61306570768,Devin,B,Gonzales,1972-12-15 00:00:00,S,M,dgonzales@alpineskihouse.com,70000,5,5,Bachelors,Professional,1,3,3545 Rotherham Dr.,,Colma,CA,94014,1 (11) 500 555-0119,Mr.,4,1,0.56077962044793983
554,8995,Derrick,M,Gutierrez,1973-06-07 00:00:00,M,M,dgutierrez@alpineskihouse.com,40000,0,0,Graduate D,Clerical,1,0,1691 Boxer Blvd.,,Colma,CA,94014,1 (11) 500 555-0145,Mr.,4,1,0.63394120421317401
555,707,Diane,,Gutierrez,1975-09-19 00:00:00,S,F,dgutierrez@blueyonderairlines.com,100000,0,5,High Schoo,Management,1,3,104 Hilltop Dr.,,Concord,CA,94519,1 (11) 500 555-0116,Ms.,4,1,0.56077962044793983
556,18027535100,Dalton,,Harris,1963-02-22 00:00:00,M,M,dharris@contoso.com,70000,1,0,Graduate D,Professional,1,1,298 Sunnybrook Drive,,Spring Valley,CA,91977,545-555-0120,Mr.,4,1,0.55209115098587702
557,57727431100,Dakota,,Hayes,1963-02-21 00:00:00,M,M,dhayes@margiestravel.com,70000,2,0,Graduate D,Professional,1,1,3963 Greentree Drive,,Bellingham,WA,98225,573-555-0123,Mr.,1,1,0.55209115098587702
560,8832,Dana,B,Hernandez,1951-06-22 00:00:00,M,F,dhernandez@lucernepublishing.com,50000,2,1,Bachelors,Management,1,1,5486 Maria Vega Court,,Ballard,WA,98107,418-555-0158,Ms.,1,1,0.55209115098587702
561,2327,Darryl,S,Huang,1956-11-14 00:00:00,S,M,dhuang@adventure-works.com,20000,2,0,Partial Co,Manual,1,1,3448 Concord,,Chula Vista,CA,91910,1 (11) 500 555-0136,Mr.,4,1,0.55209115098587702
563,1892,Donna,,Jai,1972-04-09 00:00:00,M,F,djai@contoso.com,50000,2,2,Bachelors,Skilled Manual,1,1,3761 Cancroft Road,,San Gabriel,CA,91776,836-555-0163,Ms.,4,1,0.55209115098587702
564,978,Dwayne,J,Jimenez,1980-03-14 00:00:00,S,M,djimenez@margiestravel.com,30000,0,0,Partial Co,Clerical,0,1,6963 Grand View Avenue,,Bremerton,WA,98312,1 (11) 500 555-0118,Mr.,1,1,0.55209115098587702
565,86351659893,Dylan,L,Johnson,1977-04-22 00:00:00,S,M,djohnson@alpineskihouse.com,50000,0,0,Graduate D,Skilled Manual,1,0,3009 Temple Court,,Colma,CA,94014,994-555-0132,Mr.,4,1,0.63394120421317401
566,18134158253,Dalton,L,King,1970-04-23 00:00:00,M,M,dking@cohovineyard.com,50000,0,0,Graduate D,Skilled Manual,1,0,1487 Franklin Canyon Road,,Palo Alto,CA,94303,377-555-0153,Mr.,4,1,0.63394120421317401
567,55,Damien,D,Kumar,1963-05-05 00:00:00,S,M,dkumar@alpineskihouse.com,50000,4,0,Graduate D,Skilled Manual,0,0,2768 Baltic Sea Ct,,Colma,CA,94014,794-555-0114,Mr.,4,1,0.63394120421317401
568,2188,Dale,S,Kumar,1970-12-16 00:00:00,M,M,dkumar@litwareinc.com,70000,4,0,Graduate D,Professional,1,0,6481 Hastings Drive,,Oregon City,OR,97045,733-555-0116,Mr.,1,1,0.63394120421317401
569,20326188200,Devin,G,Lewis,1965-08-18 00:00:00,M,M,dlewis@cohovineyard.com,60000,1,0,Partial Co,Skilled Manual,1,1,7650 Northridge Drive,,Palo Alto,CA,94303,1 (11) 500 555-0121,Mr.,4,1,0.55209115098587702
570,5401,Dawn,L,Liang,1982-10-14 00:00:00,S,F,dliang@adventure-works.com,30000,0,0,High Schoo,Manual,0,1,9456 Augustine Dr.,,Burlingame,CA,94010,1 (11) 500 555-0191,Ms.,4,1,0.55209115098587702
572,8336,Dennis,,Lu,1971-03-10 00:00:00,M,M,dlu@contoso.com,50000,0,0,Partial Co,Skilled Manual,1,1,Riverside/woodman,,Sherman Oaks,CA,91403,479-555-0164,Mr.,4,1,0.55209115098587702
575,4435,Darren,T,Martinez,1978-05-21 00:00:00,S,M,dmartinez@contoso.com,30000,0,0,Partial Co,Clerical,1,1,650 E Altamonte Dr,,Altamonte Springs,FL,32701,1 (11) 500 555-0141,Mr.,5,1,0.55209115098587702
576,4431,Darren,,Mehta,1968-02-06 00:00:00,M,M,dmehta@cohovineyard.com,10000,3,2,Partial Hi,Manual,1,1,7651 Smike Tree Court,Space 55,Los Angeles,CA,90012,1 (11) 500 555-0120,Mr.,4,1,0.55209115098587702
577,20166194400,Devin,,Miller,1951-03-04 00:00:00,S,M,dmiller@cohovineyard.com,50000,2,1,Partial Co,Professional,0,1,6621 Polaris Dr.,,Imperial Beach,CA,91932,278-555-0184,Mr.,4,1,0.55209115098587702
579,1898,Donna,,Nara,1972-10-26 00:00:00,S,F,dnara@contoso.com,40000,0,0,Graduate D,Clerical,1,0,8166 Starflower Dr,,Spring Valley,CA,91977,1 (11) 500 555-0114,Ms.,4,1,0.63394120421317401
582,3590,Darrell,K,Nath,1978-06-14 00:00:00,M,M,dnath@consolidatedmessenger,30000,0,0,Partial Co,Clerical,0,1,1010 Maple,,Baltimore,MD,21201,1 (11) 500 555-0158,Mr.,2,1,0.55209115098587702
583,3994,Drew,C,Nath,1979-09-17 00:00:00,M,M,dnath@contoso.com,30000,0,0,Partial Co,Clerical,1,1,639 La Corte Bonita,,Torrance,CA,90505,1 (11) 500 555-0172,Mr.,4,1,0.55209115098587702
584,719,Diane,B,Ortega,1970-11-08 00:00:00,M,F,dortega@cohovineyard.com,30000,1,1,Bachelors,Clerical,1,1,25001 Montague Exressway,,Milpitas,CA,95035,1 (11) 500 555-0161,Ms.,4,1,0.55209115098587702
587,64985461831,Dalton,C,Peterson,1959-05-08 00:00:00,S,M,dpeterson@northwindtraders.com,90000,2,1,High Schoo,Professional,1,1,2716 Olivera Rd.,,Everett,WA,98201,153-555-0112,Mr.,1,1,0.55209115098587702
588,59996944665,Dalton,,Price,1970-11-02 00:00:00,M,M,dprice@adatum.com,30000,2,2,Partial Co,Manual,1,0,7901 Moccasin Ct.,,Bellflower,CA,90706,1 (11) 500 555-0139,Mr.,4,1,0.63394120421317401
589,5427,Dawn,,Rai,1980-04-19 00:00:00,S,F,drai@fabrikam.com,50000,0,0,Partial Co,Skilled Manual,0,1,123 Union Square South,,New York,NY,10007,344-555-0140,Ms.,2,1,0.55209115098587702
590,9691,Derek,,Rai,1947-02-01 00:00:00,M,M,drai@margiestravel.com,20000,2,0,Partial Co,Manual,1,0,8537 Partridge Dr.,,Bremerton,WA,98312,1 (11) 500 555-0184,Mr.,1,1,0.63394120421317401
592,3818,Deborah,,Raji,1970-07-03 00:00:00,S,F,draji@thephone-company.com,40000,0,0,Bachelors,Skilled Manual,0,0,5734 Ashford Court,,Seattle,WA,98104,1 (11) 500 555-0144,Ms.,1,1,0.63394120421317401
595,4220,Deanna,,Rana,1964-03-23 00:00:00,S,F,drana@alpineskihouse.com,10000,1,1,High Schoo,Manual,0,0,4551 Thistle Circle,,Colma,CA,94014,1 (11) 500 555-0168,Ms.,4,1,0.63394120421317401
596,3180,Dominique,,Rana,1967-11-12 00:00:00,M,F,drana@lucernepublishing.com,20000,3,3,High Schoo,Manual,0,1,48255  I-10 E. @ Eastpoint Blvd.,,Baytown,TX,77520,1 (11) 500 555-0116,Ms.,4,1,0.55209115098587702
597,87375518100,Daniel,E,Robinson,1976-08-11 00:00:00,M,M,drobinson@adventure-works.com,50000,1,1,Graduate D,Skilled Manual,1,0,6199 Mcelroy,,Chula Vista,CA,91910,709-555-0140,Mr.,4,1,0.63394120421317401
599,69774626500,Devin,,Rogers,1979-01-11 00:00:00,S,M,drogers@cpandl.com,60000,0,0,Partial Hi,Skilled Manual,0,3,5279 East L Street,,Concord,CA,94519,1 (11) 500 555-0120,Mr.,4,1,0.56077962044793983
600,95890324711,Destiny,D,Russell,1977-06-27 00:00:00,S,F,drussell@thephone-company.com,50000,0,0,Graduate D,Skilled Manual,0,0,561 Park Glenn,,Sedro Woolley,WA,98284,469-555-0177,Ms.,1,1,0.63394120421317401
603,4230,Deanna,,Sanchez,1965-11-06 00:00:00,M,F,dsanchez@consolidatedmessenger,50000,1,0,Partial Co,Skilled Manual,1,1,46460 West Oaks Drive,,Novi,MI,48375,1 (11) 500 555-0111,Ms.,0,1,0.55209115098587702
604,7440,Denise,A,Sara,1969-01-20 00:00:00,S,F,dsara@lucernepublishing.com,30000,2,2,Partial Co,Clerical,1,0,2509 W. Frankford,,Carrollton,TX,75006,1 (11) 500 555-0112,Ms.,4,1,0.63394120421317401
605,20410709977,Devin,E,Scott,1977-03-25 00:00:00,M,M,dscott@adventure-works.com,50000,0,0,Graduate D,Skilled Manual,1,0,6187 Barquentine Court,,Chula Vista,CA,91910,916-555-0192,Mr.,4,1,0.63394120421317401
608,4134,Darrell,,Sharma,1966-06-19 00:00:00,M,M,dsharma@cohovineyard.com,60000,1,0,Partial Co,Skilled Manual,0,1,7480 Linton Terr,,Newport Beach,CA,92625,1 (11) 500 555-0165,Mr.,4,1,0.55209115098587702
610,57,Damien,M,Sharma,1965-02-21 00:00:00,M,M,dsharma@thephone-company.com,30000,4,0,Graduate D,Clerical,1,0,7880 Mission Drive,,Seattle,WA,98104,1 (11) 500 555-0171,Mr.,1,1,0.63394120421317401
611,1730,Devon,,She,1966-08-15 00:00:00,M,M,dshe@consolidatedmessenger,60000,1,0,Bachelors,Professional,1,1,Horizon Outlet Center,,Monroe,MI,48161,1 (11) 500 555-0144,Mr.,0,1,0.55209115098587702
613,1882,Donna,,Shen,1975-02-03 00:00:00,M,F,dshen@lucernepublishing.com,50000,1,1,Graduate D,Skilled Manual,0,0,7905 Nottingham Place,,Woodburn,OR,97071,474-555-0166,Ms.,1,1,0.63394120421317401
617,84451566934,David,E,Smith,1955-08-24 00:00:00,S,M,dsmith@margiestravel.com,60000,2,1,Partial Co,Professional,0,1,3977 Central Avenue,,Duvall,WA,98019,505-555-0140,Mr.,1,1,0.55209115098587702
618,3177,Dominique,,Srini,1971-12-16 00:00:00,M,F,dsrini@cpandl.com,30000,1,1,Bachelors,Clerical,1,0,174 Kim Court,,Coronado,CA,92118,1 (11) 500 555-0187,Ms.,4,1,0.63394120421317401
619,9004,Derrick,D,Suarez,1982-02-11 00:00:00,S,M,dsuarez@contoso.com,30000,0,0,High Schoo,Manual,1,1,8354 Ponderosa Drive,,Santa Monica,CA,90401,1 (11) 500 555-0194,Mr.,4,1,0.55209115098587702
620,4430,Darren,,Subram,1968-02-08 00:00:00,S,M,dsubram@consolidatedmessenger,50000,4,4,Bachelors,Skilled Manual,1,3,22571 South 2500 East,,Idaho Falls,ID,83402,984-555-0180,Mr.,0,1,0.56077962044793983
621,10156,Dustin,J,Tang,1961-06-02 00:00:00,M,M,dtang@cohovineyard.com,70000,2,1,Partial Co,Professional,1,0,Corporate Office,,El Segundo,CA,90245,336-555-0179,Mr.,4,1,0.63394120421317401
622,4128,Darrell,J,Tang,1963-08-20 00:00:00,S,M,dtang@litwareinc.com,100000,1,1,Bachelors,Management,0,3,935 Vist Oak Dr,,Portland,OR,97205,1 (11) 500 555-0191,Mr.,1,1,0.56077962044793983
624,84544752240,David,R,Thompson,1970-11-13 00:00:00,S,M,dthompson@northwindtraders.com,50000,0,0,Graduate D,Skilled Manual,1,0,4837 Mohr Lane,,Everett,WA,98201,362-555-0133,Mr.,1,1,0.63394120421317401
625,3171,Dominique,,Verma,1963-04-17 00:00:00,S,F,dverma@margiestravel.com,40000,2,0,Partial Co,Clerical,1,1,3148 Rose Street,,Bothell,WA,98011,445-555-0186,Ms.,1,1,0.55209115098587702
627,23,Damien,A,Wang,1966-07-03 00:00:00,S,M,dwang@fineartschool.net,30000,1,0,Partial Co,Clerical,1,1,1616 Kentucky Dr.,,Olympia,WA,98501,1 (11) 500 555-0194,Mr.,1,1,0.55209115098587702
628,61265028715,Devin,,Washington,1957-04-03 00:00:00,S,M,dwashington@fabrikam.com,70000,4,3,High Schoo,Professional,0,1,Blue Ridge Mall,,Kansas City,MO,64106,760-555-0127,Mr.,0,1,0.55209115098587702
629,86520252823,Dylan,W,White,1963-11-23 00:00:00,S,M,dwhite@contoso.com,40000,2,0,Partial Co,Clerical,0,1,99200 Dixwell Ave.,,Hamden,CT,6518,922-555-0131,Mr.,0,1,0.55209115098587702
632,4129,Darrell,R,Xu,1975-04-25 00:00:00,M,M,dxu@cpandl.com,50000,1,1,Graduate D,Skilled Manual,0,0,6809 El Capitan Lane,,Concord,CA,94519,286-555-0158,Mr.,4,1,0.63394120421317401
635,5413,Dawn,,Xu,1969-02-07 00:00:00,S,F,dxu@thephone-company.com,70000,0,0,Bachelors,Professional,0,1,8546 Wilson Court,,Seattle,WA,98104,1 (11) 500 555-0182,Ms.,1,1,0.55209115098587702
638,27,Damien,A,Yang,1968-04-17 00:00:00,S,M,dyang@cohovineyard.com,50000,4,4,Bachelors,Skilled Manual,0,3,8249 La Jolla,,Oakland,CA,94611,113-555-0114,Mr.,4,1,0.56077962044793983
641,28033161759,David,S,Zhang,1971-07-24 00:00:00,S,M,dzhang@cohovineyard.com,20000,1,1,Partial Co,Manual,1,1,9130 San Ramon Road,,Mill Valley,CA,94941,1 (11) 500 555-0125,Mr.,4,1,0.55209115098587702
642,2336,Darryl,H,Zhu,1971-08-24 00:00:00,M,M,dzhu@adatum.com,20000,1,1,Partial Co,Manual,1,1,7214 Elliott Dr,,Bellflower,CA,90706,1 (11) 500 555-0132,Mr.,4,1,0.55209115098587702
643,5877,Edwin,R,Aggarwal,1970-10-14 00:00:00,M,M,eaggarwal@margiestravel.com,70000,4,0,Graduate D,Professional,1,0,1963 Palms,,Bremerton,WA,98312,175-555-0171,Mr.,1,1,0.63394120421317401
645,17182741200,Edward,G,Allen,1969-07-20 00:00:00,S,M,eallen@alpineskihouse.com,90000,4,4,Partial Co,Professional,0,3,6732 Arcadia Pl.,#e,Colma,CA,94014,971-555-0175,Mr.,4,1,0.56077962044793983
656,2266,Eugene,,Cai,1973-11-09 00:00:00,M,M,ecai@wingtiptoys.com,90000,1,0,Graduate D,Management,1,0,1156 Corte Poquito,,Yakima,WA,98901,1 (11) 500 555-0126,Mr.,1,1,0.63394120421317401
659,2797,Eddie,,Diaz,1969-10-24 00:00:00,S,M,ediaz@fineartschool.net,40000,1,0,Bachelors,Skilled Manual,0,0,1757 Hames Court,,Olympia,WA,98501,1 (11) 500 555-0113,Mr.,1,1,0.63394120421317401
660,20900754928,Eduardo,C,Edwards,1978-01-15 00:00:00,M,M,eedwards@thephone-company.com,40000,3,3,Partial Co,Clerical,1,1,9473 Wawona Lane,,Seattle,WA,98104,112-555-0161,Mr.,1,1,0.55209115098587702
661,14848130345,Edward,J,Evans,1968-02-03 00:00:00,M,M,eevans@margiestravel.com,80000,4,3,Partial Co,Professional,1,1,4914 Sierra Drive,,Bellingham,WA,98225,554-555-0194,Mr.,1,1,0.55209115098587702
662,3485,Edgar,M,Fernandez,1972-04-04 00:00:00,M,M,efernandez@litwareinc.com,50000,2,2,Bachelors,Skilled Manual,1,1,3325 Taylor,,Oregon City,OR,97045,959-555-0173,Mr.,1,1,0.55209115098587702
663,56386074423,Elizabeth,A,Flores,1960-09-14 00:00:00,M,F,eflores@lucernepublishing.com,70000,4,3,Partial Co,Professional,1,0,Mccreless Mall,,San Antonio,TX,78204,682-555-0192,Ms.,4,1,0.63394120421317401
668,74496521400,Elijah,,Gonzalez,1958-09-20 00:00:00,S,M,egonzalez@cohovineyard.com,80000,3,2,Partial Co,Professional,0,1,3711 Amargosa Drive,,Glendale,CA,91203,1 (11) 500 555-0151,Mr.,4,1,0.55209115098587702
670,20826184153,Eduardo,P,Green,1974-03-22 00:00:00,S,M,egreen@fabrikam.com,60000,1,0,Graduate D,Professional,0,0,2131 Covington Court,,Beaverton,OR,97005,664-555-0113,Mr.,1,1,0.63394120421317401
672,10096,Erica,T,Guo,1943-02-05 00:00:00,S,F,eguo@cpandl.com,20000,1,0,Bachelors,Clerical,0,0,9266 Trees Drive,,Daly City,CA,94015,1 (11) 500 555-0187,Ms.,4,1,0.63394120421317401
676,20823700428,Eduardo,H,Hill,1971-11-11 00:00:00,S,M,ehill@thephone-company.com,50000,2,2,Bachelors,Skilled Manual,1,1,2507 Pacific Ave S,,Tacoma,WA,98403,928-555-0196,Mr.,1,1,0.55209115098587702
678,2265,Eugene,L,Hu,1963-05-15 00:00:00,S,M,ehu@adatum.com,50000,4,0,Graduate D,Skilled Manual,1,0,137 Lancelot Dr,,Phoenix,AZ,85004,128-555-0137,Mr.,4,1,0.63394120421317401
680,20583589100,Eduardo,,Jones,1965-03-24 00:00:00,M,M,ejones@cohovineyard.com,50000,1,0,Partial Co,Skilled Manual,1,1,1275 West Street,,National City,CA,91950,855-555-0187,Mr.,4,1,0.55209115098587702
681,4159,Ebony,A,Kapoor,1971-04-21 00:00:00,S,F,ekapoor@cpandl.com,20000,1,1,Partial Co,Manual,0,1,2383 Pepper Drive,,Daly City,CA,94015,1 (11) 500 555-0120,Ms.,4,1,0.55209115098587702
683,10080,Erica,,Li,1964-11-24 00:00:00,S,F,eli@adatum.com,50000,1,0,Partial Co,Skilled Manual,1,1,6133 Balhan Dr.,,Beverly Hills,CA,90210,543-555-0114,Ms.,4,1,0.55209115098587702
684,27351639270,Ethan,,Li,1973-07-07 00:00:00,M,M,eli@cohovineyard.com,70000,5,0,Graduate D,Professional,1,0,6787 Pheasant Circle,,Oakland,CA,94611,328-555-0183,Mr.,4,1,0.63394120421317401
685,5855,Edwin,M,Ma,1963-04-08 00:00:00,M,M,ema@alpineskihouse.com,20000,2,0,Partial Co,Manual,1,1,1610 Ashwood Dr.,,Colma,CA,94014,1 (11) 500 555-0177,Mr.,4,1,0.55209115098587702
686,10094,Erica,M,Ma,1969-04-16 00:00:00,M,F,ema@northwindtraders.com,20000,2,2,High Schoo,Manual,1,1,2526a Totem Lake Blvd Ne,,Kirkland,WA,98033,1 (11) 500 555-0161,Ms.,1,1,0.55209115098587702
687,2711,Ernest,,Ma,1973-04-22 00:00:00,S,M,ema@proseware.com,50000,2,2,Bachelors,Skilled Manual,1,0,4155 Bayberry Dr.,,Lynnwood,WA,98036,569-555-0175,Mr.,1,1,0.63394120421317401
689,3408,Emmanuel,E,Mehta,1961-01-26 00:00:00,M,M,emehta@alpineskihouse.com,70000,2,1,Partial Co,Professional,1,0,5581 Stanford Street,,Colma,CA,94014,703-555-0174,Mr.,4,1,0.63394120421317401
691,75953668951,Eric,,Mitchell,1966-03-25 00:00:00,S,M,emitchell@woodgrovebank.com,30000,1,0,Partial Co,Clerical,1,1,8788 Green Leaf Drive,,Downey,CA,90241,1 (11) 500 555-0120,Mr.,4,1,0.55209115098587702
694,8760,Erika,J,Moreno,1984-04-23 00:00:00,M,F,emoreno@fabrikam.com,10000,0,0,Partial Co,Manual,1,1,5989 Concord Ave,,Beaverton,OR,97005,1 (11) 500 555-0156,Ms.,1,1,0.55209115098587702
695,9090,Erik,,Moreno,1966-02-17 00:00:00,S,M,emoreno@fineartschool.net,60000,1,0,Bachelors,Professional,1,1,1400 Gibrix Drive,,Newport Hills,WA,98006,1 (11) 500 555-0137,Mr.,1,1,0.55209115098587702
696,69299988150,Evan,L,Morris,1971-01-20 00:00:00,S,M,emorris@adatum.com,20000,1,1,Partial Co,Manual,0,1,7566 Keller Ridge Dr.,,Bellflower,CA,90706,1 (11) 500 555-0182,Mr.,4,1,0.55209115098587702
697,4194,Ebony,,Navarro,1960-06-15 00:00:00,M,F,enavarro@cpandl.com,10000,2,0,Partial Co,Manual,0,0,8866 Alpha Way,,Concord,CA,94519,1 (11) 500 555-0193,Ms.,4,1,0.63394120421317401
699,92489251494,Emma,R,Powell,1967-06-07 00:00:00,S,F,epowell@cohovineyard.com,100000,0,2,Partial Co,Professional,0,1,5300 Turrin Dr.,,Redwood City,CA,94063,311-555-0145,Ms.,4,1,0.55209115098587702
700,1163,Erick,L,Raman,1970-02-20 00:00:00,S,M,eraman@adventure-works.com,70000,4,0,Graduate D,Professional,1,0,6998 Courthouse Drive,,Chula Vista,CA,91910,272-555-0119,Mr.,4,1,0.63394120421317401
701,8772,Erika,,Ramos,1966-07-10 00:00:00,S,F,eramos@cohovineyard.com,10000,1,0,Graduate D,Manual,0,0,206 Kirkwood Ct.,,Grossmont,CA,91941,1 (11) 500 555-0130,Ms.,4,1,0.63394120421317401
702,73024621605,Evan,V,Roberts,1972-07-06 00:00:00,M,M,eroberts@blueyonderairlines.com,80000,0,0,Bachelors,Management,0,1,2815 La Vuelta,,Concord,CA,94519,185-555-0153,Mr.,4,1,0.55209115098587702
703,17148382100,Edward,,Robinson,1974-01-26 00:00:00,M,M,erobinson@lucernepublishing.com,50000,1,1,Bachelors,Skilled Manual,0,0,8950 Scenic Avenue,,Woodburn,OR,97071,289-555-0180,Mr.,1,1,0.63394120421317401
704,1222,Evelyn,S,Sanchez,1967-05-11 00:00:00,S,F,esanchez@cohovineyard.com,90000,0,0,Partial Co,Professional,1,1,4404 Mildred Avenue,,Redwood City,CA,94063,122-555-0161,Ms.,4,1,0.55209115098587702
705,4181,Ebony,,Sanchez,1968-06-01 00:00:00,M,F,esanchez@cohovineyard.com,70000,0,0,Bachelors,Professional,1,1,6488 Dublin Blvd.,,Palo Alto,CA,94303,1 (11) 500 555-0191,Ms.,4,1,0.55209115098587702
707,61008926033,Edward,C,Simmons,1973-01-04 00:00:00,S,M,esimmons@contoso.com,60000,1,0,Graduate D,Professional,0,0,3200 Wren Ave.,#307,San Gabriel,CA,91776,196-555-0119,Mr.,4,1,0.63394120421317401
709,52679712176,Elizabeth,E,Smith,1977-04-19 00:00:00,M,F,esmith@consolidatedmessenger,30000,0,0,Partial Co,Clerical,0,1,Wrentham Village,,Wrentham,MA,2093,1 (11) 500 555-0113,Ms.,2,1,0.55209115098587702
710,52394212484,Emma,,Smith,1963-10-20 00:00:00,M,F,esmith@northwindtraders.com,40000,2,0,Partial Co,Clerical,0,1,5242 Marvelle Ln.,,Everett,WA,98201,832-555-0195,Ms.,1,1,0.55209115098587702
712,3396,Emmanuel,,Verma,1963-02-21 00:00:00,M,M,everma@cpandl.com,50000,4,0,Graduate D,Skilled Manual,1,0,6480 Pimlico Drive,,Concord,CA,94519,164-555-0137,Mr.,4,1,0.63394120421317401
718,2699,Ernest,K,Yang,1960-12-07 00:00:00,S,M,eyang@thephone-company.com,20000,1,0,Bachelors,Clerical,1,0,673 Old Mountain View Dr.,,Seattle,WA,98104,1 (11) 500 555-0170,Mr.,1,1,0.63394120421317401
719,5862,Edwin,,Zeng,1969-07-07 00:00:00,M,M,ezeng@woodgrovebank.com,20000,2,2,High Schoo,Manual,1,1,7515 Del Monte Court,,Downey,CA,90241,1 (11) 500 555-0138,Mr.,4,1,0.55209115098587702
722,359,Franklin,L,Aggarwal,1970-03-12 00:00:00,M,M,faggarwal@lucernepublishing.com,40000,0,0,Bachelors,Skilled Manual,1,0,Factory Stores Of America,,Crossville,TN,38555,1 (11) 500 555-0143,Mr.,5,1,0.63394120421317401
727,37753717899,Faith,,Bell,1966-06-16 00:00:00,M,F,fbell@woodgrovebank.com,20000,1,0,Graduate D,Clerical,1,0,9069 Muir Road,,Downey,CA,90241,1 (11) 500 555-0163,Ms.,4,1,0.63394120421317401
728,33214894500,Faith,,Bennett,1978-08-05 00:00:00,M,F,fbennett@cohovineyard.com,50000,0,0,Graduate D,Skilled Manual,1,0,1326 Greenwood Place,,Palo Alto,CA,94303,166-555-0173,Ms.,4,1,0.63394120421317401
729,343,Franklin,,Cai,1963-08-08 00:00:00,S,M,fcai@contoso.com,50000,4,0,Graduate D,Skilled Manual,0,0,2904 Bay View Drive,,Santa Cruz,CA,95062,433-555-0156,Mr.,4,1,0.63394120421317401
731,346,Franklin,,Deng,1974-05-23 00:00:00,M,M,fdeng@lucernepublishing.com,10000,2,2,High Schoo,Manual,1,0,Fsa Outlet Center,,Nashville,TN,37203,1 (11) 500 555-0162,Mr.,5,1,0.63394120421317401
733,3360,Frederick,L,Fernandez,1974-05-08 00:00:00,S,M,ffernandez@adatum.com,40000,2,2,Partial Co,Clerical,1,0,6064 Madrid,,Bellflower,CA,90706,1 (11) 500 555-0152,Mr.,4,1,0.63394120421317401
734,58414790034,Fernando,C,Foster,1955-11-11 00:00:00,S,M,ffoster@litwareinc.com,60000,2,1,Partial Co,Professional,1,1,8769 Heavenly Drive,,W. Linn,OR,97068,156-555-0118,Mr.,1,1,0.55209115098587702
735,15350202322,Fernando,D,Garcia,1973-06-19 00:00:00,S,M,fgarcia@lucernepublishing.com,60000,1,0,Graduate D,Professional,0,0,2532 Fairgrounds Road,,West Kingston,RI,2892,937-555-0140,Mr.,0,1,0.63394120421317401
738,6397,Felicia,J,Hernandez,1968-08-13 00:00:00,S,F,fhernandez@adventure-works.com,60000,4,4,Bachelors,Professional,1,3,7419 San Ramon Road,,Chula Vista,CA,91910,1 (11) 500 555-0146,Ms.,4,1,0.56077962044793983
